service_name,category,charging_unit,estimated_units,price_per_unit,materials_cost,complexity_level,urgency,contractor_experience_years,contractor_rating,distance_km,weekend,total_price
Pintura de parede,Pintura,hora,4.0,8.9,53.37,alta,baixa,0,4.91,12.1,1,94.52
Dedetização,Dedetização,m2,1.0,23.57,93.79,média,média,19,4.52,15.2,0,133.42
Jardinagem básica,Jardinagem,hora,3.0,62.52,0.0,média,média,19,5.0,6.7,1,188.0
Jardinagem básica,Jardinagem,hora,1.0,30.86,32.48,média,média,2,4.44,7.9,0,79.38
Jardinagem básica,Jardinagem,fixo,2.0,137.14,33.2,alta,baixa,0,4.77,12.1,1,397.27
Conserto de torneira,Hidráulica,fixo,4.0,96.24,0.0,média,alta,14,4.18,4.2,0,377.06
Limpeza pós-obra,Limpeza,hora,3.0,32.48,53.01,baixa,alta,10,4.74,5.9,1,166.47
Instalação de ar-condicionado,Climatização,m2,6.0,409.57,505.97,média,alta,5,4.53,16.4,1,3244.75
Conserto de torneira,Hidráulica,unidade,2.0,106.98,76.96,média,alta,3,3.84,7.1,0,346.86
Pintura de parede,Pintura,hora,6.0,32.18,135.75,baixa,alta,9,4.79,12.8,1,400.94
Instalação de piso laminado,Pisos,unidade,2.0,79.64,1275.97,alta,alta,12,4.5,7.2,0,1698.95
Limpeza pós-obra,Limpeza,hora,2.0,57.76,0.0,alta,média,17,4.6,9.0,0,125.15
Instalação de ar-condicionado,Climatização,fixo,1.0,101.66,2298.27,média,média,18,3.93,12.3,0,2681.92
Instalação de piso laminado,Pisos,m2,6.0,48.64,1808.79,média,baixa,10,4.24,5.3,0,2436.48
Conserto de telhado,Telhados,m2,2.0,34.34,238.68,média,média,20,4.29,19.4,1,371.07
Instalação de piso laminado,Pisos,fixo,2.0,47.81,760.72,baixa,alta,4,5.0,21.9,1,893.82
Instalação de tomada,Elétrica,fixo,6.0,119.52,122.59,alta,baixa,2,4.44,5.5,0,997.65
Limpeza pós-obra,Limpeza,m2,3.0,58.62,73.51,média,média,0,5.0,11.8,0,274.21
Instalação de tomada,Elétrica,unidade,6.0,80.89,137.71,alta,baixa,13,5.0,7.9,1,702.98
Instalação de ar-condicionado,Climatização,m2,1.0,430.38,1277.9,alta,média,3,5.0,10.1,1,1838.02
Conserto de telhado,Telhados,hora,2.0,74.64,2546.81,alta,baixa,0,4.34,21.1,0,2783.53
Instalação de piso laminado,Pisos,unidade,1.0,62.56,2066.69,média,média,9,4.92,14.4,0,2075.34
Limpeza pós-obra,Limpeza,hora,4.0,49.6,16.19,baixa,média,18,4.53,5.1,0,223.14
Instalação de tomada,Elétrica,m2,3.0,62.22,293.81,baixa,alta,15,4.95,8.7,1,525.03
Dedetização,Dedetização,hora,2.0,74.02,25.55,alta,alta,13,4.79,11.6,0,190.27
Instalação de tomada,Elétrica,unidade,6.0,66.92,0.0,alta,alta,17,4.52,13.0,0,428.66
Instalação de tomada,Elétrica,unidade,3.0,106.22,165.02,média,baixa,17,5.0,12.1,0,531.99
Instalação de piso laminado,Pisos,unidade,3.0,53.82,2075.34,alta,baixa,16,4.38,7.4,1,2483.69
Jardinagem básica,Jardinagem,m2,4.0,42.1,45.02,baixa,alta,0,4.41,13.2,1,251.59
Jardinagem básica,Jardinagem,m2,2.0,102.56,6.76,baixa,média,8,4.25,5.0,1,253.68
Limpeza pós-obra,Limpeza,m2,3.0,36.8,95.88,baixa,alta,14,4.82,7.9,0,241.16
Conserto de torneira,Hidráulica,hora,3.0,82.24,0.0,alta,média,15,4.68,14.6,0,293.3
Instalação de tomada,Elétrica,m2,3.0,92.95,198.72,média,baixa,11,3.35,12.0,1,492.12
Limpeza pós-obra,Limpeza,hora,2.0,5.0,47.03,alta,média,10,4.82,7.5,0,64.36
Instalação de ar-condicionado,Climatização,m2,5.0,233.95,621.54,alta,baixa,19,4.39,5.2,1,2219.16
Conserto de torneira,Hidráulica,fixo,2.0,81.67,131.42,média,baixa,19,3.78,6.5,0,349.44
Instalação de tomada,Elétrica,hora,3.0,89.38,16.29,alta,alta,8,4.13,12.0,1,305.44
Montagem de móveis,Marcenaria,fixo,5.0,106.06,218.52,média,alta,18,4.17,9.9,0,878.13
Conserto de telhado,Telhados,unidade,2.0,66.69,2907.63,média,baixa,9,3.74,19.2,0,3663.22
Instalação de tomada,Elétrica,unidade,3.0,132.52,71.12,baixa,baixa,9,4.7,13.3,1,462.67
Conserto de telhado,Telhados,unidade,2.0,26.53,535.38,média,alta,15,4.0,10.9,1,761.1
Pintura de parede,Pintura,hora,2.0,25.82,44.45,alta,alta,11,3.53,7.3,0,113.24
Jardinagem básica,Jardinagem,fixo,1.0,5.0,0.0,baixa,alta,4,4.96,18.2,1,4.64
Instalação de piso laminado,Pisos,unidade,1.0,48.43,0.0,média,média,2,4.4,2.0,0,57.56
Limpeza pós-obra,Limpeza,hora,2.0,108.51,68.06,alta,média,11,4.72,8.3,1,315.13
Jardinagem básica,Jardinagem,hora,2.0,34.74,22.54,alta,baixa,9,4.16,12.8,1,98.94
Limpeza pós-obra,Limpeza,hora,2.0,91.63,116.49,média,alta,13,4.26,6.7,0,327.44
Conserto de telhado,Telhados,m2,4.0,44.65,5677.93,média,média,0,4.82,18.7,0,6921.4
Instalação de tomada,Elétrica,m2,1.0,87.92,147.05,alta,média,18,4.34,14.0,1,237.4
Instalação de ar-condicionado,Climatização,unidade,1.0,403.21,1204.58,média,alta,6,3.71,17.4,1,1773.88
Instalação de ar-condicionado,Climatização,fixo,5.0,190.57,489.09,média,média,16,4.29,5.3,0,1563.86
Conserto de torneira,Hidráulica,fixo,1.0,69.94,187.14,média,baixa,3,5.0,15.3,1,306.86
Instalação de piso laminado,Pisos,unidade,5.0,63.09,1021.12,baixa,alta,8,5.0,10.5,0,1481.28
Jardinagem básica,Jardinagem,m2,3.0,52.41,0.0,baixa,média,13,4.75,0.1,1,191.97
Jardinagem básica,Jardinagem,unidade,3.0,176.73,36.43,alta,baixa,11,4.59,6.7,1,695.56
Conserto de torneira,Hidráulica,m2,6.0,93.73,81.02,alta,baixa,18,4.79,10.5,0,668.63
Dedetização,Dedetização,m2,1.0,35.1,0.0,média,alta,6,4.16,6.1,1,44.01
Instalação de piso laminado,Pisos,unidade,1.0,45.7,784.9,média,média,2,4.33,11.5,1,903.95
Conserto de telhado,Telhados,m2,2.0,68.55,4769.17,baixa,média,10,5.0,12.7,0,5924.54
Dedetização,Dedetização,m2,3.0,5.0,103.89,alta,baixa,1,4.72,15.4,1,138.64
Instalação de ar-condicionado,Climatização,m2,2.0,307.13,1401.64,baixa,média,8,5.0,12.2,1,2028.16
Conserto de torneira,Hidráulica,unidade,4.0,74.89,58.71,alta,média,19,3.87,9.2,1,380.39
Conserto de torneira,Hidráulica,m2,3.0,69.69,43.94,alta,baixa,4,5.0,5.5,1,289.14
Montagem de móveis,Marcenaria,unidade,3.0,146.61,13.01,baixa,média,2,4.37,6.0,1,563.72
Instalação de tomada,Elétrica,m2,3.0,66.67,209.76,média,média,6,3.96,13.2,1,414.04
Dedetização,Dedetização,m2,3.0,5.0,33.07,alta,alta,14,4.35,9.4,1,48.59
Instalação de piso laminado,Pisos,fixo,3.0,61.95,869.28,baixa,baixa,11,4.84,0.1,1,1048.51
Conserto de telhado,Telhados,m2,3.0,80.66,0.0,baixa,alta,5,4.07,17.1,0,247.55
Limpeza pós-obra,Limpeza,fixo,3.0,26.82,23.86,baixa,média,10,4.27,6.0,1,117.01
Instalação de ar-condicionado,Climatização,fixo,5.0,174.25,1631.93,baixa,baixa,11,3.68,8.1,1,2797.57
Instalação de piso laminado,Pisos,fixo,4.0,76.34,0.0,alta,baixa,7,4.38,2.1,0,381.02
Dedetização,Dedetização,hora,5.0,95.73,0.0,média,média,3,4.01,19.5,0,605.3
Jardinagem básica,Jardinagem,hora,2.0,5.0,41.24,média,baixa,9,4.95,14.7,1,56.06
Limpeza pós-obra,Limpeza,unidade,3.0,17.01,45.11,média,alta,4,5.0,8.2,1,119.66
Instalação de tomada,Elétrica,unidade,3.0,94.24,138.32,média,alta,17,3.93,10.3,0,476.51
Jardinagem básica,Jardinagem,unidade,3.0,22.95,0.0,média,baixa,13,4.18,0.4,0,72.56
Montagem de móveis,Marcenaria,hora,3.0,142.39,144.06,alta,alta,14,4.54,5.4,0,632.04
Pintura de parede,Pintura,unidade,3.0,5.0,77.16,alta,baixa,8,3.91,3.0,1,107.77
Dedetização,Dedetização,fixo,5.0,27.4,45.67,baixa,baixa,15,4.31,16.3,0,223.6
Montagem de móveis,Marcenaria,unidade,4.0,96.95,146.53,baixa,média,5,3.83,12.5,0,643.96
Conserto de torneira,Hidráulica,hora,3.0,94.58,176.7,alta,baixa,9,4.71,9.1,1,457.76
Instalação de ar-condicionado,Climatização,hora,3.0,128.68,1232.76,alta,alta,6,4.51,4.3,0,1924.09
Limpeza pós-obra,Limpeza,hora,5.0,12.02,0.0,alta,baixa,12,4.72,9.2,0,73.32
Montagem de móveis,Marcenaria,hora,2.0,155.96,157.98,alta,média,20,5.0,11.6,1,567.54
Jardinagem básica,Jardinagem,fixo,3.0,175.97,19.77,baixa,média,17,4.71,0.1,1,542.39
Dedetização,Dedetização,fixo,2.0,108.78,0.0,média,média,20,3.18,6.5,0,260.86
Instalação de piso laminado,Pisos,fixo,2.0,49.48,1268.32,baixa,alta,14,4.77,8.1,0,1471.16
Montagem de móveis,Marcenaria,hora,3.0,60.31,149.86,baixa,alta,12,4.21,4.3,1,366.1
Instalação de ar-condicionado,Climatização,m2,8.0,217.52,338.63,baixa,baixa,10,4.38,0.1,0,2597.58
Conserto de torneira,Hidráulica,unidade,2.0,90.5,5.14,alta,média,18,4.57,15.2,0,191.13
Limpeza pós-obra,Limpeza,unidade,1.0,57.85,58.91,média,baixa,8,3.84,2.5,0,122.39
Pintura de parede,Pintura,fixo,3.0,36.72,71.84,alta,alta,17,4.49,8.7,0,203.55
Pintura de parede,Pintura,unidade,2.0,69.05,66.31,baixa,média,20,4.02,9.6,1,220.3
Instalação de tomada,Elétrica,m2,3.0,92.75,312.27,baixa,baixa,10,4.66,9.8,0,649.98
Instalação de piso laminado,Pisos,hora,2.0,45.38,961.76,média,alta,4,4.7,7.9,0,1069.36
Instalação de piso laminado,Pisos,unidade,2.0,60.96,2266.55,baixa,alta,18,4.47,9.4,0,2499.44
Conserto de telhado,Telhados,hora,1.0,37.12,4678.68,média,baixa,18,4.18,15.9,0,5323.2
Instalação de piso laminado,Pisos,fixo,2.0,66.32,2283.66,alta,baixa,20,4.36,11.0,1,2822.54
Instalação de ar-condicionado,Climatização,m2,2.0,376.99,808.04,média,alta,1,3.91,0.1,0,1828.06
Instalação de ar-condicionado,Climatização,m2,4.0,526.41,0.0,média,média,20,4.72,5.3,0,2343.45
Montagem de móveis,Marcenaria,hora,2.0,215.71,76.71,baixa,média,5,4.61,3.0,0,589.78
Conserto de torneira,Hidráulica,m2,2.0,84.62,159.61,baixa,média,9,3.41,4.3,0,390.21
Limpeza pós-obra,Limpeza,hora,3.0,5.0,31.99,alta,média,0,4.55,7.3,0,50.25
Jardinagem básica,Jardinagem,m2,4.0,34.96,33.96,média,alta,5,4.84,8.7,1,190.23
Pintura de parede,Pintura,unidade,4.0,8.48,56.98,média,baixa,9,4.19,4.9,0,106.44
Instalação de ar-condicionado,Climatização,hora,2.0,593.79,719.1,baixa,alta,16,4.41,10.5,0,2381.72
Instalação de ar-condicionado,Climatização,m2,4.0,196.97,704.77,baixa,alta,11,4.4,6.4,0,1720.76
Montagem de móveis,Marcenaria,hora,4.0,120.49,295.93,baixa,alta,12,4.08,8.9,0,890.89
Conserto de torneira,Hidráulica,hora,2.0,113.27,130.22,alta,média,10,4.08,5.9,0,460.52
Conserto de torneira,Hidráulica,fixo,2.0,91.61,82.96,baixa,alta,2,4.61,7.1,0,290.85
Limpeza pós-obra,Limpeza,fixo,3.0,87.13,8.97,baixa,baixa,13,3.31,6.7,1,340.68
Instalação de piso laminado,Pisos,unidade,4.0,76.37,0.0,alta,média,16,4.61,0.9,1,322.83
Instalação de piso laminado,Pisos,m2,3.0,61.31,1474.65,média,média,16,4.93,8.5,0,1905.77
Instalação de tomada,Elétrica,unidade,1.0,165.83,156.81,alta,baixa,20,4.66,11.4,0,378.65
Limpeza pós-obra,Limpeza,m2,3.0,23.04,75.22,média,média,3,4.71,6.2,1,168.76
Limpeza pós-obra,Limpeza,m2,6.0,124.42,82.01,média,baixa,14,4.46,5.7,0,880.14
Instalação de ar-condicionado,Climatização,m2,4.0,365.33,0.0,baixa,média,18,5.0,21.2,1,1753.32
Jardinagem básica,Jardinagem,hora,3.0,127.23,13.65,baixa,média,5,4.13,11.9,1,501.96
Dedetização,Dedetização,unidade,3.0,75.41,38.9,baixa,alta,7,4.18,18.1,0,283.63
Instalação de piso laminado,Pisos,unidade,2.0,74.11,2755.5,média,baixa,0,4.62,5.8,1,3639.43
Dedetização,Dedetização,m2,5.0,48.29,88.15,média,baixa,7,4.29,16.2,0,336.73
Limpeza pós-obra,Limpeza,hora,3.0,43.47,50.14,alta,alta,6,4.18,6.5,0,206.29
Conserto de telhado,Telhados,unidade,3.0,37.3,2753.98,alta,baixa,20,5.0,11.7,0,3219.8
Limpeza pós-obra,Limpeza,hora,3.0,5.0,27.22,alta,média,13,3.53,6.3,1,50.82
Limpeza pós-obra,Limpeza,hora,2.0,77.09,0.0,baixa,média,0,4.53,6.8,1,165.05
Instalação de ar-condicionado,Climatização,hora,3.0,365.09,29.73,alta,média,8,4.3,21.9,0,1381.43
Conserto de telhado,Telhados,fixo,1.0,51.85,3931.59,média,baixa,6,3.76,8.0,0,4917.47
Instalação de piso laminado,Pisos,unidade,2.0,62.5,962.29,baixa,média,20,5.0,16.7,0,1182.64
Montagem de móveis,Marcenaria,unidade,3.0,130.65,224.36,média,baixa,13,4.25,10.0,0,756.18
Instalação de ar-condicionado,Climatização,fixo,3.0,510.5,765.76,alta,baixa,9,4.28,3.1,1,2346.51
Instalação de tomada,Elétrica,m2,5.0,118.42,232.71,alta,baixa,6,4.52,9.1,1,968.46
Limpeza pós-obra,Limpeza,unidade,6.0,64.93,0.0,baixa,baixa,8,5.0,7.2,0,390.43
Pintura de parede,Pintura,unidade,1.0,13.89,86.52,média,média,19,4.86,4.0,1,111.72
Conserto de torneira,Hidráulica,hora,3.0,78.11,216.04,média,alta,6,4.01,7.8,0,554.12
Conserto de telhado,Telhados,m2,3.0,65.61,4149.18,média,alta,19,4.08,14.5,1,4583.63
Montagem de móveis,Marcenaria,fixo,2.0,157.43,241.86,baixa,média,6,3.55,10.3,0,567.56
Montagem de móveis,Marcenaria,unidade,2.0,76.95,208.2,média,baixa,1,4.67,11.7,1,386.43
Instalação de tomada,Elétrica,fixo,2.0,158.15,178.87,baixa,baixa,20,5.0,11.8,1,488.82
Dedetização,Dedetização,m2,4.0,62.61,28.96,baixa,alta,19,3.85,17.0,1,344.56
Instalação de ar-condicionado,Climatização,hora,4.0,380.78,1229.47,alta,alta,7,5.0,6.5,1,3010.1
Instalação de tomada,Elétrica,m2,4.0,37.32,160.71,baixa,média,10,3.97,11.3,0,356.23
Pintura de parede,Pintura,hora,2.0,39.45,108.26,baixa,média,4,3.81,7.5,1,209.15
Conserto de telhado,Telhados,fixo,3.0,30.36,852.89,média,média,18,4.48,21.5,1,1126.12
Pintura de parede,Pintura,m2,2.0,16.14,37.03,baixa,baixa,18,4.4,7.4,0,82.47
Limpeza pós-obra,Limpeza,hora,3.0,42.45,40.85,média,média,2,4.29,4.5,1,202.37
Pintura de parede,Pintura,hora,4.0,18.46,177.52,alta,baixa,10,4.8,6.1,1,264.93
Instalação de ar-condicionado,Climatização,unidade,3.0,186.97,917.72,média,alta,7,4.32,6.9,1,1652.48
Conserto de torneira,Hidráulica,unidade,4.0,102.09,67.82,média,baixa,2,5.0,9.6,1,510.07
Montagem de móveis,Marcenaria,hora,4.0,158.19,196.41,alta,alta,2,4.49,5.2,0,881.21
Instalação de piso laminado,Pisos,m2,6.0,50.67,2380.46,média,média,3,3.81,11.4,1,2939.43
Instalação de piso laminado,Pisos,hora,4.0,65.04,1427.06,baixa,baixa,8,5.0,0.1,1,1642.97
Pintura de parede,Pintura,m2,1.0,39.77,48.26,média,baixa,7,4.92,1.8,0,98.07
Jardinagem básica,Jardinagem,unidade,2.0,5.0,10.1,baixa,média,8,4.6,14.3,0,19.18
Conserto de telhado,Telhados,fixo,2.0,67.79,1443.63,média,baixa,4,4.35,13.0,1,1856.26
Limpeza pós-obra,Limpeza,unidade,4.0,61.73,32.58,baixa,baixa,19,4.26,11.0,1,347.85
Dedetização,Dedetização,m2,2.0,83.7,0.0,alta,média,13,3.67,19.9,1,192.87
Instalação de tomada,Elétrica,fixo,4.0,56.64,64.01,média,média,13,4.76,6.2,1,295.86
Instalação de piso laminado,Pisos,fixo,2.0,50.58,2499.33,baixa,alta,0,3.86,17.7,0,2955.46
Dedetização,Dedetização,fixo,1.0,125.16,41.01,alta,média,13,4.3,9.2,0,180.84
Dedetização,Dedetização,m2,1.0,5.0,15.75,alta,baixa,20,3.72,16.5,0,23.98
Instalação de piso laminado,Pisos,hora,2.0,62.8,336.77,alta,baixa,11,4.73,4.3,1,562.39
Instalação de tomada,Elétrica,hora,3.0,168.58,117.44,alta,alta,17,4.94,8.3,0,786.79
Limpeza pós-obra,Limpeza,hora,6.0,90.09,4.0,alta,baixa,2,4.24,5.0,1,664.57
Instalação de tomada,Elétrica,hora,5.0,161.89,229.15,baixa,alta,20,4.38,11.2,0,1294.01
Limpeza pós-obra,Limpeza,unidade,4.0,8.43,1.19,média,média,17,5.0,8.7,0,40.26
Montagem de móveis,Marcenaria,unidade,4.0,168.99,198.0,alta,alta,12,4.39,7.4,1,995.27
Dedetização,Dedetização,m2,2.0,224.15,124.23,baixa,alta,8,4.07,8.5,0,711.1
Dedetização,Dedetização,m2,2.0,97.14,15.45,baixa,alta,15,4.92,19.1,0,211.62
Conserto de telhado,Telhados,unidade,6.0,55.72,2459.87,média,alta,12,4.27,12.1,1,3534.22
Limpeza pós-obra,Limpeza,fixo,2.0,5.0,90.38,alta,média,9,5.0,2.2,0,127.54
Conserto de telhado,Telhados,m2,1.0,54.64,5016.86,alta,média,7,4.75,16.1,0,6132.39
Instalação de piso laminado,Pisos,unidade,2.0,65.62,1439.54,baixa,alta,18,4.83,7.5,0,1834.54
Pintura de parede,Pintura,unidade,4.0,36.86,115.78,alta,média,13,4.32,15.4,1,293.86
Pintura de parede,Pintura,m2,3.0,75.57,7.0,baixa,média,9,4.8,11.0,1,248.75
Limpeza pós-obra,Limpeza,fixo,1.0,18.08,57.08,baixa,baixa,13,4.68,6.7,0,80.12
Montagem de móveis,Marcenaria,fixo,2.0,158.32,157.77,alta,baixa,2,4.96,8.7,0,551.01
Instalação de tomada,Elétrica,fixo,3.0,74.82,89.02,baixa,média,0,4.74,12.6,0,381.03
Conserto de telhado,Telhados,hora,4.0,15.04,3625.98,baixa,alta,6,4.37,12.1,0,4159.52
Conserto de torneira,Hidráulica,fixo,2.0,51.43,129.4,média,alta,19,4.46,4.1,0,256.6
Instalação de ar-condicionado,Climatização,m2,4.0,293.7,750.02,média,alta,12,3.68,3.4,1,2297.5
Instalação de piso laminado,Pisos,fixo,3.0,60.37,2194.87,baixa,alta,1,4.93,7.4,1,2514.2
Dedetização,Dedetização,unidade,5.0,72.84,0.0,média,alta,5,4.71,3.3,1,448.14
Limpeza pós-obra,Limpeza,fixo,3.0,59.36,3.47,baixa,média,4,5.0,10.4,0,225.19
Instalação de piso laminado,Pisos,unidade,5.0,52.62,0.0,média,média,11,4.15,8.4,1,282.48
Jardinagem básica,Jardinagem,unidade,2.0,41.74,0.0,baixa,média,2,4.75,10.9,1,91.22
Pintura de parede,Pintura,m2,1.0,37.76,64.74,média,média,0,4.64,10.1,1,105.03
Instalação de tomada,Elétrica,fixo,2.0,120.88,297.67,alta,baixa,5,4.52,7.7,0,598.63
Instalação de tomada,Elétrica,fixo,2.0,82.07,126.39,baixa,média,19,3.44,15.7,0,343.33
Instalação de piso laminado,Pisos,unidade,7.0,64.29,682.98,baixa,alta,14,4.94,3.1,1,1312.32
Conserto de telhado,Telhados,m2,2.0,39.19,1690.43,alta,alta,16,5.0,18.0,0,1987.95
Conserto de telhado,Telhados,hora,3.0,40.2,10457.39,alta,alta,11,4.08,10.0,0,11767.28
Limpeza pós-obra,Limpeza,fixo,3.0,52.28,0.0,baixa,média,0,4.05,7.5,0,177.37
Instalação de piso laminado,Pisos,hora,2.0,57.88,0.0,média,baixa,8,4.39,8.3,0,114.12
Dedetização,Dedetização,unidade,2.0,39.82,81.49,média,baixa,8,3.76,4.5,0,191.51
Instalação de ar-condicionado,Climatização,fixo,3.0,5.0,345.68,média,média,8,5.0,5.1,1,405.54
Instalação de piso laminado,Pisos,unidade,2.0,49.62,1335.35,média,baixa,16,4.69,7.7,1,1712.44
Dedetização,Dedetização,unidade,3.0,80.35,15.77,média,média,15,4.51,20.4,0,276.02
Jardinagem básica,Jardinagem,m2,2.0,106.88,0.0,alta,baixa,10,4.57,8.1,1,237.73
Pintura de parede,Pintura,fixo,2.0,5.0,2.86,alta,baixa,9,4.23,10.7,0,13.74
Pintura de parede,Pintura,unidade,3.0,42.05,60.11,baixa,alta,12,3.97,11.1,0,193.27
Instalação de ar-condicionado,Climatização,hora,3.0,437.71,606.28,baixa,média,14,4.5,3.3,1,2153.21
Instalação de ar-condicionado,Climatização,hora,3.0,67.27,75.33,baixa,baixa,3,3.98,0.1,0,322.09
Pintura de parede,Pintura,m2,3.0,62.63,25.51,baixa,baixa,2,3.81,5.9,1,240.83
Jardinagem básica,Jardinagem,unidade,2.0,89.45,31.1,média,média,18,4.48,0.6,0,212.09
Conserto de telhado,Telhados,hora,2.0,40.48,4171.13,média,baixa,12,4.2,22.5,1,4406.57
Conserto de telhado,Telhados,m2,4.0,26.91,1433.0,média,alta,14,4.0,13.6,1,1816.86
Instalação de piso laminado,Pisos,unidade,5.0,58.44,1277.36,baixa,alta,8,4.93,12.1,0,1657.48
Conserto de telhado,Telhados,hora,7.0,42.91,2043.25,baixa,baixa,3,4.29,21.6,0,2935.02
Limpeza pós-obra,Limpeza,hora,2.0,5.0,49.38,alta,média,13,4.49,5.7,0,67.79
Instalação de piso laminado,Pisos,hora,3.0,60.83,1556.42,alta,média,4,4.73,14.7,1,1881.78
Conserto de telhado,Telhados,fixo,3.0,58.63,2264.89,baixa,alta,9,4.77,12.7,1,2581.73
Instalação de tomada,Elétrica,m2,5.0,133.89,103.1,baixa,alta,9,4.1,4.4,0,938.96
Dedetização,Dedetização,unidade,3.0,46.03,0.0,baixa,baixa,1,4.48,7.6,0,139.47
Dedetização,Dedetização,hora,3.0,144.15,0.0,média,alta,3,5.0,10.0,0,455.06
Montagem de móveis,Marcenaria,hora,4.0,78.77,279.46,baixa,média,14,4.54,9.0,1,716.25
Limpeza pós-obra,Limpeza,m2,1.0,5.0,0.0,baixa,média,16,4.98,9.5,0,4.93
Instalação de tomada,Elétrica,hora,3.0,135.98,48.46,alta,alta,15,5.0,5.7,1,526.1
Instalação de ar-condicionado,Climatização,m2,5.0,229.57,604.17,alta,baixa,9,4.27,5.2,0,1791.58
Limpeza pós-obra,Limpeza,fixo,2.0,97.54,45.99,alta,média,3,3.48,7.8,1,238.38
Dedetização,Dedetização,hora,2.0,95.09,0.0,média,baixa,16,4.02,17.0,0,205.81
Montagem de móveis,Marcenaria,hora,1.0,135.62,39.08,alta,alta,17,4.58,6.4,1,198.3
Jardinagem básica,Jardinagem,fixo,4.0,5.0,21.74,baixa,baixa,9,4.34,16.5,0,46.47
